model_key,valid_fold,mcc,micro_auprc,sensitivity,precision,micro_auroc,valid_mcc,best_threshold,hp_combination,finished_at,base_lr,max_lr,cycle_size,model_kwargs.lm_freeze_layer_count,pretrained_weight_path
esm-t33-gearnet-pretrained,0,0.5088,0.4876,0.3,0.913,0.7717,0.7463,1.6,17,2024-09-28 21:22:46,0.0003,0.003,10.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,0,0.5827,0.5466,0.5,0.7292,0.7528,0.746,-4.4,18,2024-09-28 21:23:07,0.0003,0.003,10.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,0,0.5875,0.5545,0.4143,0.8788,0.7721,0.7566,-0.8,19,2024-09-28 21:23:27,0.0003,0.003,10.0,30.0,empty
esm-t33-gearnet-pretrained,1,0.5387,0.5149,0.5,0.6364,0.8053,0.6764,-1.0,0,2024-09-28 21:23:34,0.0003,0.003,2.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,1,0.4863,0.5847,0.6429,0.4286,0.8603,0.6692,-2.0,1,2024-09-28 21:23:41,0.0003,0.003,2.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,1,0.3926,0.3915,0.3429,0.5217,0.7348,0.5505,-1.6,2,2024-09-28 21:23:49,0.0003,0.003,2.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,1,-0.0281,0.0527,0.0143,0.0263,0.3903,0.0369,-1.4,3,2024-09-28 21:23:56,0.0003,0.003,2.0,30.0,empty
esm-t33-gearnet-pretrained,1,0.5563,0.5324,0.4,0.8235,0.7608,0.6603,-0.6,4,2024-09-28 21:24:04,0.0003,0.003,3.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,1,0.5594,0.5828,0.4143,0.8056,0.8281,0.6519,-0.4,5,2024-09-28 21:24:13,0.0003,0.003,3.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,1,0.5244,0.5768,0.5286,0.5781,0.8085,0.6817,-1.0,6,2024-09-28 21:24:22,0.0003,0.003,3.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,1,0.3766,0.3354,0.2429,0.6538,0.7671,0.3722,0.2,7,2024-09-28 21:24:31,0.0003,0.003,3.0,30.0,empty
esm-t33-gearnet-pretrained,1,0.5348,0.4997,0.3857,0.7941,0.7537,0.6547,0.6,8,2024-09-28 21:24:41,0.0003,0.003,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,1,0.5664,0.576,0.4429,0.775,0.8218,0.6588,-1.6,9,2024-09-28 21:24:51,0.0003,0.003,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,1,0.5157,0.5519,0.4571,0.64,0.7803,0.6834,-1.8,10,2024-09-28 21:25:03,0.0003,0.003,4.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,1,0.3922,0.3534,0.2571,0.6667,0.7323,0.2917,-2.8,11,2024-09-28 21:25:13,0.0003,0.003,4.0,30.0,empty
esm-t33-gearnet-pretrained,1,0.5602,0.5164,0.3429,0.96,0.8052,0.703,-0.4,12,2024-09-28 21:25:27,0.0003,0.003,6.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,1,0.5273,0.559,0.4857,0.6296,0.7963,0.6609,-2.6,13,2024-09-28 21:25:40,0.0003,0.003,6.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,1,0.5482,0.5761,0.4571,0.7111,0.8019,0.7029,-2.2,14,2024-09-28 21:25:54,0.0003,0.003,6.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,1,0.5463,0.5376,0.4714,0.6875,0.7768,0.6186,-1.2,15,2024-09-28 21:26:08,0.0003,0.003,6.0,30.0,empty
esm-t33-gearnet-pretrained,1,0.4767,0.5844,0.4857,0.5312,0.8326,0.7117,-2.8,16,2024-09-28 21:26:28,0.0003,0.003,10.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,1,0.5294,0.5198,0.4429,0.6889,0.7563,0.708,-3.0,17,2024-09-28 21:26:48,0.0003,0.003,10.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,1,0.5729,0.5323,0.3714,0.9286,0.791,0.703,1.0,18,2024-09-28 21:27:08,0.0003,0.003,10.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,1,0.5978,0.5814,0.4143,0.9062,0.8265,0.6787,-0.8,19,2024-09-28 21:27:28,0.0003,0.003,10.0,30.0,empty
esm-t33-gearnet-pretrained,2,0.5215,0.4149,0.4714,0.6346,0.7736,0.7576,-2.2,0,2024-09-28 21:27:35,0.0003,0.003,2.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,2,0.4414,0.4742,0.3714,0.5909,0.7974,0.8726,-2.8,1,2024-09-28 21:27:41,0.0003,0.003,2.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,2,0.2292,0.2113,0.1429,0.4545,0.666,0.3507,-1.8,2,2024-09-28 21:27:49,0.0003,0.003,2.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,2,0.0764,0.0652,0.0143,0.5,0.4161,0.0,-2.4,3,2024-09-28 21:27:55,0.0003,0.003,2.0,30.0,empty
esm-t33-gearnet-pretrained,2,0.5344,0.5185,0.4143,0.7436,0.804,0.871,-1.6,4,2024-09-28 21:28:03,0.0003,0.003,3.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,2,0.4311,0.4,0.2857,0.7143,0.7412,0.6888,-1.6,5,2024-09-28 21:28:11,0.0003,0.003,3.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,2,0.5778,0.5247,0.4143,0.8529,0.7313,0.8713,0.2,6,2024-09-28 21:28:20,0.0003,0.003,3.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,2,0.2435,0.3477,0.4571,0.2119,0.7396,0.4215,3.0,7,2024-09-28 21:28:28,0.0003,0.003,3.0,30.0,empty
esm-t33-gearnet-pretrained,2,0.4928,0.4521,0.4571,0.5926,0.7832,0.874,-3.8,8,2024-09-28 21:28:38,0.0003,0.003,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,2,0.5896,0.4886,0.4286,0.8571,0.7807,0.8627,-1.4,9,2024-09-28 21:28:48,0.0003,0.003,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,2,0.4827,0.5087,0.2857,0.8696,0.713,0.8824,-0.4,10,2024-09-28 21:28:58,0.0003,0.003,4.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,2,0.0767,0.1434,0.0714,0.1786,0.6717,0.4126,-3.4,11,2024-09-28 21:29:08,0.0003,0.003,4.0,30.0,empty
esm-t33-gearnet-pretrained,2,0.5119,0.5144,0.5,0.5833,0.8213,0.892,-4.6,12,2024-09-28 21:29:21,0.0003,0.003,6.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,2,0.5778,0.5045,0.4143,0.8529,0.7817,0.9196,-0.2,13,2024-09-28 21:29:34,0.0003,0.003,6.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,2,0.5778,0.5317,0.4143,0.8529,0.7137,0.8481,-0.8,14,2024-09-28 21:29:48,0.0003,0.003,6.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,2,0.5283,0.5176,0.3571,0.8333,0.8166,0.8455,-2.8,15,2024-09-28 21:30:01,0.0003,0.003,6.0,30.0,empty
esm-t33-gearnet-pretrained,2,0.5119,0.5577,0.5,0.5833,0.8311,0.871,-1.6,16,2024-09-28 21:30:21,0.0003,0.003,10.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,2,0.4516,0.5101,0.2429,0.8947,0.8287,0.889,2.8,17,2024-09-28 21:30:40,0.0003,0.003,10.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,2,0.5365,0.5089,0.3429,0.8889,0.684,0.8936,-0.6,18,2024-09-28 21:31:01,0.0003,0.003,10.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,2,0.526,0.4925,0.3857,0.7714,0.7815,0.8527,-1.0,19,2024-09-28 21:31:21,0.0003,0.003,10.0,30.0,empty
esm-t33-gearnet-pretrained,3,0.4256,0.3765,0.5286,0.4111,0.755,0.718,-4.2,0,2024-09-28 21:31:27,0.0003,0.003,2.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,3,0.5385,0.5382,0.4,0.7778,0.8363,0.8927,-0.2,1,2024-09-28 21:31:34,0.0003,0.003,2.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,3,0.3031,0.314,0.2429,0.4595,0.7205,0.4624,-1.8,2,2024-09-28 21:31:41,0.0003,0.003,2.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,3,-0.0431,0.0483,0.0143,0.0175,0.3993,0.0062,-5.0,3,2024-09-28 21:31:48,0.0003,0.003,2.0,30.0,empty
esm-t33-gearnet-pretrained,3,0.5106,0.5077,0.4286,0.6667,0.78,0.8374,-2.2,4,2024-09-28 21:31:56,0.0003,0.003,3.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,3,0.3314,0.2886,0.1429,0.8333,0.6372,0.5395,-2.0,5,2024-09-28 21:32:04,0.0003,0.003,3.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,3,0.4991,0.4697,0.3143,0.8462,0.7534,0.7452,0.2,6,2024-09-28 21:32:13,0.0003,0.003,3.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,3,0.1487,0.1624,0.0429,0.6,0.6527,0.3001,-0.4,7,2024-09-28 21:32:21,0.0003,0.003,3.0,30.0,empty
esm-t33-gearnet-pretrained,3,0.5038,0.4749,0.4429,0.6327,0.7816,0.8758,-3.2,8,2024-09-28 21:32:31,0.0003,0.003,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,3,0.5594,0.505,0.4143,0.8056,0.7615,0.8723,-2.6,9,2024-09-28 21:32:40,0.0003,0.003,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,3,0.5481,0.5194,0.3429,0.9231,0.7236,0.7982,-1.0,10,2024-09-28 21:32:51,0.0003,0.003,4.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,3,0.2429,0.2419,0.5857,0.1783,0.794,0.5703,-4.6,11,2024-09-28 21:33:01,0.0003,0.003,4.0,30.0,empty
esm-t33-gearnet-pretrained,3,0.4539,0.4521,0.3571,0.641,0.7977,0.7527,-5.0,12,2024-09-28 21:33:14,0.0003,0.003,6.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,3,0.5389,0.4928,0.4286,0.7317,0.7782,0.8207,-4.0,13,2024-09-28 21:33:27,0.0003,0.003,6.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,3,0.5803,0.5237,0.4286,0.8333,0.6918,0.8626,-2.0,14,2024-09-28 21:33:41,0.0003,0.003,6.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,3,0.5283,0.5017,0.3571,0.8333,0.7575,0.8287,-1.0,15,2024-09-28 21:33:54,0.0003,0.003,6.0,30.0,empty
esm-t33-gearnet-pretrained,3,0.5385,0.5312,0.4,0.7778,0.7875,0.8584,-1.0,16,2024-09-28 21:34:13,0.0003,0.003,10.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,3,0.496,0.4533,0.3429,0.7742,0.7278,0.8762,-2.4,17,2024-09-28 21:34:33,0.0003,0.003,10.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,3,0.567,0.5405,0.4714,0.7333,0.7278,0.8312,-3.2,18,2024-09-28 21:34:54,0.0003,0.003,10.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,3,0.5331,0.5443,0.4857,0.6415,0.7735,0.7924,-3.6,19,2024-09-28 21:35:13,0.0003,0.003,10.0,30.0,empty
esm-t33-gearnet-pretrained,4,0.3916,0.4002,0.4714,0.3976,0.789,0.5282,-4.0,0,2024-09-28 21:35:20,0.0003,0.003,2.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,4,0.1832,0.1562,0.0571,0.6667,0.5906,0.3556,-0.6,1,2024-09-28 21:35:26,0.0003,0.003,2.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,4,0.3822,0.3441,0.4143,0.4265,0.6823,0.402,-3.6,2,2024-09-28 21:35:34,0.0003,0.003,2.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,4,-0.0299,0.048,0.0143,0.025,0.3816,0.0199,-3.6,3,2024-09-28 21:35:40,0.0003,0.003,2.0,30.0,empty
esm-t33-gearnet-pretrained,4,0.5385,0.5181,0.4,0.7778,0.8179,0.6136,-1.8,4,2024-09-28 21:35:48,0.0003,0.003,3.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,4,0.5743,0.5539,0.4714,0.75,0.8255,0.6238,-1.4,5,2024-09-28 21:35:57,0.0003,0.003,3.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,4,0.6012,0.5172,0.4429,0.8611,0.7078,0.6247,-1.0,6,2024-09-28 21:36:06,0.0003,0.003,3.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,4,0.1007,0.1473,0.0429,0.3333,0.5965,0.2676,-0.4,7,2024-09-28 21:36:14,0.0003,0.003,3.0,30.0,empty
esm-t33-gearnet-pretrained,4,0.5385,0.5416,0.3571,0.8621,0.7931,0.6691,-0.2,8,2024-09-28 21:36:23,0.0003,0.003,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,4,0.5759,0.5192,0.5,0.7143,0.8079,0.6399,-2.6,9,2024-09-28 21:36:33,0.0003,0.003,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,4,0.5863,0.5141,0.4571,0.8,0.6835,0.6075,-2.0,10,2024-09-28 21:36:44,0.0003,0.003,4.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,4,0.5088,0.4748,0.3,0.913,0.7994,0.6065,-0.8,11,2024-09-28 21:36:53,0.0003,0.003,4.0,30.0,empty
esm-t33-gearnet-pretrained,4,0.5617,0.5434,0.3714,0.8966,0.7959,0.6851,1.8,12,2024-09-28 21:37:07,0.0003,0.003,6.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,4,0.574,0.5559,0.3857,0.9,0.8263,0.6199,-1.6,13,2024-09-28 21:37:20,0.0003,0.003,6.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,4,0.6423,0.5429,0.4571,0.9412,0.7003,0.7008,-1.0,14,2024-09-28 21:37:34,0.0003,0.003,6.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,4,0.5896,0.5602,0.4286,0.8571,0.7984,0.6247,-0.6,15,2024-09-28 21:37:47,0.0003,0.003,6.0,30.0,empty
esm-t33-gearnet-pretrained,4,0.5039,0.5189,0.4571,0.6154,0.8091,0.6615,-2.4,16,2024-09-28 21:38:06,0.0003,0.003,10.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,4,0.5729,0.5793,0.3714,0.9286,0.8388,0.6691,2.8,17,2024-09-28 21:38:26,0.0003,0.003,10.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,4,0.5993,0.5705,0.4286,0.8824,0.8182,0.6577,1.2,18,2024-09-28 21:38:47,0.0003,0.003,10.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,4,0.6012,0.5693,0.4429,0.8611,0.8285,0.6526,0.8,19,2024-09-28 21:39:06,0.0003,0.003,10.0,30.0,empty
esm-t33-gearnet-pretrained,0,0.4273,0.3977,0.5143,0.4235,0.823,0.6761,-2.8,0,2024-09-28 22:25:35,0.0003,0.003,2.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,0,0.413,0.3774,0.3143,0.6111,0.6628,0.557,-4.0,1,2024-09-28 22:25:42,0.0003,0.003,2.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,0,0.2385,0.2643,0.1857,0.3939,0.6787,0.3867,-2.6,2,2024-09-28 22:25:50,0.0003,0.003,2.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,0,-0.028,0.0488,0.0,0.0,0.3804,0.0,-4.8,3,2024-09-28 22:25:57,0.0003,0.003,2.0,30.0,empty
esm-t33-gearnet-pretrained,0,0.5281,0.5137,0.4571,0.6667,0.8211,0.7016,-0.8,4,2024-09-28 22:26:05,0.0003,0.003,3.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,0,0.5313,0.4753,0.3714,0.8125,0.6985,0.6792,-1.8,5,2024-09-28 22:26:14,0.0003,0.003,3.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,0,0.5594,0.538,0.4143,0.8056,0.7164,0.6782,0.4,6,2024-09-28 22:26:24,0.0003,0.003,3.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,0,-0.0134,0.0855,0.0,0.0,0.5653,0.0696,1.2,7,2024-09-28 22:26:32,0.0003,0.003,3.0,30.0,empty
esm-t33-gearnet-pretrained,0,0.4784,0.5408,0.3143,0.7857,0.8156,0.7403,0.2,8,2024-09-28 22:26:42,0.0003,0.003,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,0,0.4978,0.4896,0.4429,0.62,0.7528,0.6579,-4.0,9,2024-09-28 22:26:52,0.0003,0.003,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,0,0.3404,0.48,0.4857,0.3148,0.7848,0.6884,-3.4,10,2024-09-28 22:27:04,0.0003,0.003,4.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,0,0.1638,0.1236,0.0286,1.0,0.605,0.2591,1.4,11,2024-09-28 22:27:14,0.0003,0.003,4.0,30.0,empty
esm-t33-gearnet-pretrained,0,0.5313,0.4901,0.3714,0.8125,0.8083,0.7272,2.0,12,2024-09-28 22:27:27,0.0003,0.003,6.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,0,0.574,0.5205,0.3857,0.9,0.7079,0.7136,0.4,13,2024-09-28 22:27:40,0.0003,0.003,6.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,0,0.5276,0.5754,0.5,0.614,0.81,0.7192,-2.6,14,2024-09-28 22:27:55,0.0003,0.003,6.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,0,0.5729,0.4933,0.3714,0.9286,0.7497,0.6948,-0.6,15,2024-09-28 22:28:08,0.0003,0.003,6.0,30.0,empty
esm-t33-gearnet-pretrained,0,0.5218,0.4946,0.4571,0.6531,0.8167,0.7712,-1.2,16,2024-09-28 22:28:28,0.0003,0.003,10.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,0,0.5493,0.4874,0.3571,0.8929,0.7174,0.7363,-1.2,17,2024-09-28 22:28:48,0.0003,0.003,10.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,0,0.5335,0.5457,0.5143,0.6102,0.7516,0.7459,-4.8,18,2024-09-28 22:29:09,0.0003,0.003,10.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,0,0.5352,0.5516,0.3286,0.92,0.8056,0.7502,1.0,19,2024-09-28 22:29:29,0.0003,0.003,10.0,30.0,empty
esm-t33-gearnet-pretrained,1,0.5387,0.5149,0.5,0.6364,0.8053,0.6764,-1.0,0,2024-09-28 22:29:35,0.0003,0.003,2.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,1,0.2664,0.379,0.6286,0.188,0.8114,0.5365,-4.8,1,2024-09-28 22:29:42,0.0003,0.003,2.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,1,0.32,0.3927,0.4429,0.31,0.7349,0.5534,-2.6,2,2024-09-28 22:29:49,0.0003,0.003,2.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,1,-0.0111,0.0668,0.0571,0.0526,0.4313,0.0475,-2.4,3,2024-09-28 22:29:56,0.0003,0.003,2.0,30.0,empty
esm-t33-gearnet-pretrained,1,0.5657,0.531,0.4,0.8485,0.7606,0.6603,-0.6,4,2024-09-28 22:30:04,0.0003,0.003,3.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,1,0.4737,0.544,0.5143,0.5,0.7938,0.6544,-4.0,5,2024-09-28 22:30:12,0.0003,0.003,3.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,1,0.4768,0.5775,0.5286,0.4933,0.8099,0.6858,-1.2,6,2024-09-28 22:30:22,0.0003,0.003,3.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,1,-0.0077,0.1956,0.0,0.0,0.745,0.1743,-1.0,7,2024-09-28 22:30:30,0.0003,0.003,3.0,30.0,empty
esm-t33-gearnet-pretrained,1,0.5348,0.4998,0.3857,0.7941,0.7531,0.6547,0.6,8,2024-09-28 22:30:40,0.0003,0.003,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,1,0.4978,0.5183,0.4429,0.62,0.7946,0.6612,-1.4,9,2024-09-28 22:30:51,0.0003,0.003,4.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,1,0.5218,0.5512,0.4571,0.6531,0.7808,0.693,-1.8,10,2024-09-28 22:31:02,0.0003,0.003,4.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,1,0.4917,0.508,0.4286,0.625,0.7954,0.6242,-1.2,11,2024-09-28 22:31:12,0.0003,0.003,4.0,30.0,empty
esm-t33-gearnet-pretrained,1,0.5476,0.5157,0.3286,0.9583,0.8043,0.703,-0.4,12,2024-09-28 22:31:25,0.0003,0.003,6.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,1,0.5157,0.5538,0.4571,0.64,0.8183,0.7063,-1.0,13,2024-09-28 22:31:39,0.0003,0.003,6.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,1,0.5413,0.5744,0.4571,0.6957,0.8034,0.708,-1.8,14,2024-09-28 22:31:53,0.0003,0.003,6.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,1,0.4791,0.5505,0.4714,0.55,0.7826,0.6563,-3.2,15,2024-09-28 22:32:05,0.0003,0.003,6.0,30.0,empty
esm-t33-gearnet-pretrained,1,0.4692,0.5625,0.5286,0.4805,0.8393,0.7117,-2.2,16,2024-09-28 22:32:25,0.0003,0.003,10.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,1,0.5466,0.5424,0.4286,0.75,0.783,0.6856,-2.0,17,2024-09-28 22:32:45,0.0003,0.003,10.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,1,0.5331,0.57,0.5,0.625,0.8036,0.6735,-2.2,18,2024-09-28 22:33:06,0.0003,0.003,10.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,1,0.5058,0.5558,0.5286,0.5441,0.8052,0.6591,-3.4,19,2024-09-28 22:33:28,0.0003,0.003,10.0,30.0,empty
esm-t33-gearnet-pretrained,2,0.5215,0.4149,0.4714,0.6346,0.7736,0.7576,-2.2,0,2024-09-28 22:33:35,0.0003,0.003,2.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,2,0.5039,0.5413,0.4571,0.6154,0.8621,0.838,-1.2,1,2024-09-28 22:33:41,0.0003,0.003,2.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
esm-t33-gearnet-pretrained,2,0.1791,0.2114,0.1,0.4118,0.6661,0.3555,-1.6,2,2024-09-28 22:33:49,0.0003,0.003,2.0,30.0,weight/atpbind3d_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,2,-0.0077,0.0517,0.0,0.0,0.4233,0.0,3.0,3,2024-09-28 22:33:55,0.0003,0.003,2.0,30.0,empty
esm-t33-gearnet-pretrained,2,0.4855,0.5089,0.4143,0.6304,0.8034,0.8449,-2.2,4,2024-09-28 22:34:03,0.0003,0.003,3.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1.pt
esm-t33-gearnet-pretrained,2,0.5628,0.5313,0.4286,0.7895,0.8323,0.929,-1.0,5,2024-09-28 22:34:12,0.0003,0.003,3.0,30.0,weight/atpbind3d-1930_esm-t33-gearnet_1_rmmlp.pt
