model_key,valid_fold,mcc,micro_auprc,sensitivity,precision,micro_auroc,valid_mcc,best_threshold,base_lr,max_lr,cycle_size,model_kwargs.lm_freeze_layer_count,pretrained_weight_path,hp_combination,finished_at
esm-t33-gearnet-pretrained,3,0.2704,0.2384,0.2,0.4615,0.6323,0.479,2.2,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,10,2024-10-01 15:26:25
esm-t33-gearnet-pretrained,3,-0.0137,0.0578,0.0,0.0,0.4232,0.0,2.2,0.0003,0.003,3,30,empty,11,2024-10-01 15:26:30
esm-t33-gearnet-pretrained,3,0.4375,0.4305,0.3167,0.6786,0.8139,0.3477,-5.0,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,12,2024-10-01 15:26:37
esm-t33-gearnet-pretrained,3,-0.0194,0.0884,0.0,0.0,0.5908,0.2356,-2.6,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,13,2024-10-01 15:26:43
esm-t33-gearnet-pretrained,3,0.5455,0.6294,0.4667,0.7,0.9126,0.8123,2.6,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,14,2024-10-01 15:26:50
esm-t33-gearnet-pretrained,3,0.0,0.0823,0.0,,0.571,0.0,-3.6,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,15,2024-10-01 15:26:56
esm-t33-gearnet-pretrained,3,-0.0238,0.0623,0.0,0.0,0.4687,0.0,0.0,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,16,2024-10-01 15:27:02
esm-t33-gearnet-pretrained,3,-0.0323,0.0482,0.0,0.0,0.2869,0.0,-0.6,0.0003,0.003,4,30,empty,17,2024-10-01 15:27:09
esm-t33-gearnet-pretrained,3,0.7726,0.8256,0.7333,0.8462,0.9584,0.9091,1.2,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,18,2024-10-01 15:27:17
esm-t33-gearnet-pretrained,3,0.6777,0.8003,0.8333,0.5952,0.9557,0.9374,-0.8,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,19,2024-10-01 15:27:25
esm-t33-gearnet-pretrained,3,0.7967,0.867,0.7833,0.8393,0.9686,0.9374,-1.2,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,20,2024-10-01 15:27:34
esm-t33-gearnet-pretrained,3,0.4516,0.6915,0.3,0.75,0.9618,0.3477,-3.0,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,21,2024-10-01 15:27:42
esm-t33-gearnet-pretrained,3,0.2172,0.2713,0.2333,0.3043,0.8345,0.1934,-5.0,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,22,2024-10-01 15:27:51
esm-t33-gearnet-pretrained,3,0.3928,0.4142,0.2333,0.7368,0.7812,0.3338,1.0,0.0003,0.003,6,30,empty,23,2024-10-01 15:27:59
esm-t33-gearnet-pretrained,3,0.7634,0.8792,0.65,0.9286,0.9712,0.9024,1.6,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,24,2024-10-01 15:28:11
esm-t33-gearnet-pretrained,3,0.7789,0.8648,0.7167,0.8776,0.9604,0.9374,0.8,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,25,2024-10-01 15:28:23
esm-t33-gearnet-pretrained,3,0.7458,0.8348,0.6667,0.8696,0.97,0.9374,2.6,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,26,2024-10-01 15:28:35
esm-t33-gearnet-pretrained,3,0.7705,0.8427,0.7667,0.807,0.9744,0.9374,-3.0,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,27,2024-10-01 15:28:47
esm-t33-gearnet-pretrained,3,0.703,0.8159,0.7667,0.6866,0.9725,0.8829,-1.6,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,28,2024-10-01 15:28:59
esm-t33-gearnet-pretrained,3,0.7342,0.8076,0.7,0.8077,0.9585,0.9374,-1.0,0.0003,0.003,10,30,empty,29,2024-10-01 15:29:11
esm-t33-gearnet-pretrained,4,0.1778,0.2477,0.0667,0.5714,0.6834,0.162,0.0,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,0,2024-10-01 15:29:16
esm-t33-gearnet-pretrained,4,-0.0194,0.0549,0.0,0.0,0.3718,0.0,-5.0,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,1,2024-10-01 15:29:20
esm-t33-gearnet-pretrained,4,-0.0137,0.0608,0.0,0.0,0.4519,0.0,0.4,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,2,2024-10-01 15:29:25
esm-t33-gearnet-pretrained,4,0.0,0.0482,0.0,,0.2964,0.0,-5.0,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,3,2024-10-01 15:29:30
esm-t33-gearnet-pretrained,4,0.0999,0.1637,0.5167,0.1076,0.6424,0.133,2.2,0.0003,0.003,2,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,4,2024-10-01 15:29:34
esm-t33-gearnet-pretrained,4,0.0254,0.0748,0.0333,0.1176,0.4926,0.0702,-2.0,0.0003,0.003,2,30,empty,5,2024-10-01 15:29:39
esm-t33-gearnet-pretrained,4,0.5724,0.6182,0.5,0.7143,0.8665,0.5003,-0.2,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,6,2024-10-01 15:29:44
esm-t33-gearnet-pretrained,4,0.4464,0.6186,0.2833,0.7727,0.9187,0.495,0.8,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,7,2024-10-01 15:29:50
esm-t33-gearnet-pretrained,4,0.3899,0.6146,0.8833,0.2398,0.8894,0.3252,2.8,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,8,2024-10-01 15:29:55
esm-t33-gearnet-pretrained,4,-0.0097,0.0763,0.0,0.0,0.5451,0.0,-1.0,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,9,2024-10-01 15:30:01
esm-t33-gearnet-pretrained,4,0.2859,0.3368,0.5833,0.2273,0.7612,0.343,3.0,0.0003,0.003,3,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,10,2024-10-01 15:30:06
esm-t33-gearnet-pretrained,4,-0.0168,0.0569,0.0,0.0,0.4146,0.0,1.8,0.0003,0.003,3,30,empty,11,2024-10-01 15:30:11
esm-t33-gearnet-pretrained,4,0.2488,0.2759,0.3,0.3051,0.6546,0.3044,-2.6,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,12,2024-10-01 15:30:18
esm-t33-gearnet-pretrained,4,0.3327,0.4145,0.4667,0.3256,0.858,0.4845,-0.6,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,13,2024-10-01 15:30:24
esm-t33-gearnet-pretrained,4,0.5481,0.696,0.35,0.913,0.9255,0.699,2.8,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,14,2024-10-01 15:30:30
esm-t33-gearnet-pretrained,4,-0.0097,0.0967,0.0,0.0,0.6502,0.0,-1.8,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,15,2024-10-01 15:30:37
esm-t33-gearnet-pretrained,4,0.403,0.4136,0.3,0.6207,0.7818,0.4884,3.0,0.0003,0.003,4,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,16,2024-10-01 15:30:43
esm-t33-gearnet-pretrained,4,0.403,0.617,0.9167,0.2423,0.9322,0.3158,3.0,0.0003,0.003,4,30,empty,17,2024-10-01 15:30:49
esm-t33-gearnet-pretrained,4,0.8198,0.8832,0.7667,0.902,0.968,0.7683,1.0,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,18,2024-10-01 15:30:58
esm-t33-gearnet-pretrained,4,0.5615,0.7681,0.8333,0.4348,0.961,0.4823,3.0,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,19,2024-10-01 15:31:06
esm-t33-gearnet-pretrained,4,0.7153,0.842,0.7667,0.7077,0.9651,0.6786,3.0,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,20,2024-10-01 15:31:14
esm-t33-gearnet-pretrained,4,0.5332,0.6674,0.3333,0.9091,0.9452,0.6044,0.4,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,21,2024-10-01 15:31:22
esm-t33-gearnet-pretrained,4,0.4397,0.5218,0.65,0.3714,0.8985,0.4643,2.8,0.0003,0.003,6,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,22,2024-10-01 15:31:30
esm-t33-gearnet-pretrained,4,0.6196,0.6806,0.5167,0.7949,0.898,0.7908,2.6,0.0003,0.003,6,30,empty,23,2024-10-01 15:31:39
esm-t33-gearnet-pretrained,4,0.7325,0.8487,0.6333,0.8837,0.9539,0.8013,3.0,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-4_0.pt,24,2024-10-01 15:31:51
esm-t33-gearnet-pretrained,4,0.8234,0.8887,0.8,0.8727,0.9723,0.7325,0.4,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-4_0.pt,25,2024-10-01 15:32:02
esm-t33-gearnet-pretrained,4,0.741,0.8658,0.6167,0.925,0.9602,0.7512,3.0,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-5_0.pt,26,2024-10-01 15:32:14
esm-t33-gearnet-pretrained,4,0.7646,0.8633,0.6667,0.9091,0.9726,0.8013,2.4,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr1e-5_0.pt,27,2024-10-01 15:32:26
esm-t33-gearnet-pretrained,4,0.6935,0.7769,0.5333,0.9412,0.9623,0.8233,0.4,0.0003,0.003,10,30,weight/atpbind3d-1930_esm-t33-gearnet-lr3e-6_0.pt,28,2024-10-01 15:32:38
esm-t33-gearnet-pretrained,4,0.7394,0.7774,0.6833,0.8367,0.9555,0.6551,3.0,0.0003,0.003,10,30,empty,29,2024-10-01 15:32:50
